record_id,municipality_name,construction_cost,units,fees,square_feet,volume
83008000,MONROE TWP,31750,1,1613,1185,1185
83010000,MONROE TWP,31750,1,1614,1208,1208
83012000,MONROE TWP,31300,1,1619,1293,1293
83014000,MONROE TWP,31750,1,1614,1208,1208
83016000,MONROE TWP,31300,1,1619,1293,1293
83018000,MONROE TWP,31300,1,1613,1185,1185
83020000,MONROE TWP,31750,1,1613,1185,1185
83022000,MONROE TWP,31300,1,1613,1185,1185
83024000,MONROE TWP,31750,1,1613,1185,1185
83026000,MONROE TWP,31750,1,1614,1208,1208
83028000,MONROE TWP,31300,1,1619,1293,1293
83151000,MONROE TWP,294900,1,4786,2491,54761
83236000,MONROE TWP,287400,1,4418,2768,47632
83239000,MONROE TWP,294900,1,4786,2491,54761
83241000,MONROE TWP,294900,1,3925,1838,42169
83366000,MONROE TWP,277000,1,6362,3783,75611
83369000,MONROE TWP,277000,1,6362,3783,75611
83409000,MONROE TWP,267000,1,6329,3768,78072
83454000,MONROE TWP,231400,1,6265,2134,71898
83573000,MONROE TWP,287400,1,4418,2768,47632
83652000,MONROE TWP,249900,1,3691,1925,36259
83655000,MONROE TWP,294900,1,3925,1838,42169
83657000,MONROE TWP,312400,1,4472,2932,45208
83659000,MONROE TWP,274900,1,4770,2861,50178
83963000,MONROE TWP,350000,1,4168,3400,77191
83984000,MONROE TWP,187907,1,4471,3405,35088
83986000,MONROE TWP,170144,1,4327,3680,32675
83988000,MONROE TWP,176293,1,4469,2323,35485
83990000,MONROE TWP,176293,1,4469,2323,35485
83992000,MONROE TWP,170144,1,4327,3680,32675
83994000,MONROE TWP,187907,1,4471,3405,35088
83998000,MONROE TWP,187907,1,4471,3405,35088
84000000,MONROE TWP,170144,1,4327,3680,32675
84002000,MONROE TWP,176293,1,4469,2323,35485
84004000,MONROE TWP,176293,1,4469,2323,35485
84007000,MONROE TWP,170144,1,4327,3680,32675
84009000,MONROE TWP,187907,1,4471,3405,35088
84073000,MONROE TWP,257000,1,5772,3405,62271
84083000,MONROE TWP,274900,1,4770,2861,50178
84085000,MONROE TWP,274900,1,4770,2861,50178
84212000,MONROE TWP,267000,1,6329,3768,78072
84255000,MONROE TWP,187907,1,4471,3405,35088
84257000,MONROE TWP,249900,1,3691,1925,36259
84259000,MONROE TWP,287400,1,4418,2768,47632
84261000,MONROE TWP,277000,1,6362,3783,75611
84263000,MONROE TWP,170144,1,4327,3680,32675
84265000,MONROE TWP,176293,1,4469,2323,35485
84267000,MONROE TWP,176293,1,4469,2323,35485
84269000,MONROE TWP,170144,1,4327,3680,32675
84271000,MONROE TWP,170144,1,4327,3680,32675
84308000,MONROE TWP,146912,1,1474,3100,13352
84314000,MONROE TWP,457500,1,6625,3719,71905
84379000,MONROE TWP,294900,1,3925,1838,42169
84381000,MONROE TWP,294900,1,4786,2491,54761
84383000,MONROE TWP,274900,1,4770,2861,50178
84471000,MONROE TWP,256000,1,5836,3150,68940
84473000,MONROE TWP,277000,1,6362,3783,75611
84475000,MONROE TWP,277000,1,6362,3783,75611
84555000,MONROE TWP,170144,1,4327,3680,32675
84557000,MONROE TWP,187907,1,4471,3405,35088
84559000,MONROE TWP,176293,1,4469,2323,35485
84561000,MONROE TWP,176293,1,4469,2323,35485
84563000,MONROE TWP,170144,1,4327,3680,32675
84565000,MONROE TWP,187907,1,4471,3405,35088
84655000,MONROE TWP,199000,1,5554,3260,63064
84685000,MONROE TWP,294250,1,5554,2935,62380
84687000,MONROE TWP,294250,1,5554,2935,62380
84690000,MONROE TWP,256000,1,5836,3150,68940
84692000,MONROE TWP,277000,1,6362,3783,75611
84697000,MONROE TWP,187907,1,4471,3405,35088
84699000,MONROE TWP,170144,1,4327,3680,32675
84701000,MONROE TWP,176293,1,4469,2323,35485
84703000,MONROE TWP,176293,1,4469,2323,35485
84705000,MONROE TWP,170144,1,4327,3680,32675
84707000,MONROE TWP,187907,1,4471,3405,35088
84711000,MONROE TWP,335000,1,6125,3455,78637
84762000,MONROE TWP,187907,1,4471,3405,35088
84764000,MONROE TWP,176293,1,4469,2323,35485
84766000,MONROE TWP,170144,1,4327,3680,32675
84768000,MONROE TWP,187907,1,4471,3405,35088
84798000,MONROE TWP,187907,1,4471,3405,35088
84800000,MONROE TWP,170144,1,4327,3680,32675
84802000,MONROE TWP,176293,1,4469,2323,35485
84804000,MONROE TWP,176293,1,4469,2323,35485
84806000,MONROE TWP,170144,1,4327,3680,32675
84808000,MONROE TWP,187907,1,4471,3405,35088
84867000,MONROE TWP,287400,1,4418,2768,47632
84869000,MONROE TWP,274900,1,4770,2861,50178
84871000,MONROE TWP,249900,1,3691,1925,36259
84873000,MONROE TWP,274900,1,4770,2861,50178
84875000,MONROE TWP,249900,1,3691,1925,36259
84879000,MONROE TWP,193500,1,4819,2620,47871
84912000,MONROE TWP,187907,1,4471,3405,35088
84914000,MONROE TWP,170144,1,4327,3680,32675
84916000,MONROE TWP,176293,1,4469,2323,35485
84918000,MONROE TWP,176293,1,4469,2323,35485
84920000,MONROE TWP,170144,1,4327,3680,32675
84922000,MONROE TWP,187907,1,4471,3405,35088
85026000,MONROE TWP,277000,1,6362,3783,75611
85029000,MONROE TWP,277000,1,6362,3783,75611
85032000,MONROE TWP,294250,1,5554,2935,62380
85331000,MONROE TWP,274900,1,4770,2861,50178
85335000,MONROE TWP,294900,1,4786,2491,54761
85340000,MONROE TWP,287400,1,4418,2768,47632
85342000,MONROE TWP,274900,1,4770,2861,50178
85344000,MONROE TWP,287400,1,4418,2768,47632
85454000,MONROE TWP,256000,1,5836,3150,68940
85457000,MONROE TWP,277000,1,6362,3783,75611
85461000,MONROE TWP,277000,1,6362,3783,75611
85465000,MONROE TWP,17000,1,6362,3783,75611
85561000,MONROE TWP,187907,1,4471,3405,35088
85563000,MONROE TWP,176293,1,4469,2323,35485
85566000,MONROE TWP,170144,1,4327,3680,32675
85570000,MONROE TWP,187907,1,4471,3405,35088
85859000,MONROE TWP,277000,1,6362,3783,75611
85861000,MONROE TWP,277000,1,6362,3783,75611
85863000,MONROE TWP,294250,1,5554,2935,62380
85944000,MONROE TWP,267000,1,6329,3768,78072
86106000,MONROE TWP,277000,1,6362,3783,75611
86109000,MONROE TWP,267000,1,6329,3768,78072
86111000,MONROE TWP,277000,1,6362,3783,75611
86113000,MONROE TWP,294250,1,5554,2935,62380
86115000,MONROE TWP,277000,1,6362,3783,75611
86124000,MONROE TWP,274900,1,4770,2861,50178
86126000,MONROE TWP,287400,1,4418,2768,47632
86128000,MONROE TWP,274900,1,4770,2861,50178
86130000,MONROE TWP,274900,1,4770,2861,50178
86138000,MONROE TWP,244900,1,4037,2116,36258
86140000,MONROE TWP,231900,1,4040,2114,36320
86214000,MONROE TWP,287400,1,4418,2768,47632
86215000,MONROE TWP,274900,1,4770,2861,50178
86218000,MONROE TWP,294900,1,3925,1838,42169
86220000,MONROE TWP,287400,1,4418,2768,47632
86222000,MONROE TWP,274900,1,4770,2861,50178
86224000,MONROE TWP,249900,1,3691,1925,36259
86242000,MONROE TWP,187907,1,4471,3405,35088
86245000,MONROE TWP,170144,1,4327,3680,32675
86247000,MONROE TWP,176293,1,4469,2323,35485
86249000,MONROE TWP,187907,1,4471,3405,35088
86261000,MONROE TWP,277000,1,6362,3783,75611
86670000,MONROE TWP,231900,1,3851,2114,36320
86673000,MONROE TWP,244900,1,3848,2116,36258
86677000,MONROE TWP,231900,1,3851,2114,36320
86681000,MONROE TWP,244900,1,3848,2116,36258
86811000,MONROE TWP,277000,1,6362,3783,75611
86824000,MONROE TWP,493700,1,7716,4420,90500
86832000,MONROE TWP,244900,1,3848,2116,36258
86835000,MONROE TWP,244900,1,3848,2116,36258
86838000,MONROE TWP,231900,1,3851,2114,36320
86846000,MONROE TWP,244900,1,3848,2116,36258
86848000,MONROE TWP,231900,1,3851,2114,36320
86851000,MONROE TWP,231900,1,3851,2114,36320
86868000,MONROE TWP,39500,1,6272,3256,64928
87099000,MONROE TWP,187907,1,4471,3405,35088
87101000,MONROE TWP,170144,1,4327,3680,32675
87104000,MONROE TWP,176293,1,4469,2323,35485
87106000,MONROE TWP,176293,1,4469,2323,35485
87109000,MONROE TWP,170144,1,4327,3680,32675
87111000,MONROE TWP,170144,1,4327,3680,32675
87116000,MONROE TWP,274900,1,4770,2861,50178
87123000,MONROE TWP,312400,1,4472,2932,45208
87125000,MONROE TWP,294900,1,3925,1838,42169
87128000,MONROE TWP,231900,1,3851,2114,36320
87130000,MONROE TWP,244900,1,3848,2116,36258
87132000,MONROE TWP,274900,1,4770,2861,50178
87134000,MONROE TWP,287400,1,4418,2768,47632
87136000,MONROE TWP,294900,1,4786,2491,54761
87189000,MONROE TWP,277000,1,6362,3783,75611
87250000,MONROE TWP,411500,24,27535,31656,457016
87316000,MONROE TWP,274900,1,4770,2861,50178
87318000,MONROE TWP,294900,1,4786,2491,54761
87322000,MONROE TWP,312400,1,4472,2932,45208
87324000,MONROE TWP,287400,1,4418,2768,47632
87520000,MONROE TWP,294900,1,4786,2491,54761
87625000,MONROE TWP,244900,1,3848,2116,36258
87628000,MONROE TWP,231900,1,3851,2114,36320
87631000,MONROE TWP,244900,1,3848,2116,36258
87633000,MONROE TWP,277000,1,6362,3783,75611
87635000,MONROE TWP,231900,1,3851,2114,36320
87714000,MONROE TWP,267000,1,6329,3768,78072
87721000,MONROE TWP,312400,1,4472,2932,45208
87725000,MONROE TWP,274900,1,4893,2861,50178
87730000,MONROE TWP,287400,1,4418,2768,47632
87734000,MONROE TWP,294900,1,3925,1838,42169
87737000,MONROE TWP,249900,1,3691,1925,36259
87796000,MONROE TWP,249900,1,3691,1925,36259
88022000,MONROE TWP,249900,1,3691,1925,36259
88024000,MONROE TWP,294900,1,4786,2491,54761
88026000,MONROE TWP,287400,1,4418,2768,47632
88028000,MONROE TWP,274900,1,4770,2861,50178
88032000,MONROE TWP,294900,1,4786,2491,54761
88040000,MONROE TWP,218500,1,6569,3754,82115
88241000,MONROE TWP,187907,1,4471,3405,35088
88244000,MONROE TWP,170144,1,4327,3680,32675
88246000,MONROE TWP,176293,1,4469,2323,35485
88248000,MONROE TWP,176293,1,4469,2323,35485
88252000,MONROE TWP,170144,1,4327,3680,32675
88254000,MONROE TWP,187907,1,4471,3405,35088
88318000,MONROE TWP,274900,1,4770,2861,50178
88322000,MONROE TWP,294900,1,4786,2491,54761
88325000,MONROE TWP,274900,1,4770,2861,50178
88327000,MONROE TWP,274900,1,4770,2861,50178
88371000,MONROE TWP,555900,1,7672,4097,92437
88463000,MONROE TWP,267000,1,6329,3768,78072
88468000,MONROE TWP,277000,1,6362,3783,75611
88472000,MONROE TWP,277000,1,6362,3783,75611
88480000,MONROE TWP,277000,1,6362,3783,75611
88482000,MONROE TWP,277000,1,6362,3783,75611
88663000,MONROE TWP,349000,1,6589,3708,74928
88703000,MONROE TWP,312400,1,4472,2932,45208
88705000,MONROE TWP,274900,1,4770,2861,50178
88707000,MONROE TWP,287400,1,4418,2768,47632
88710000,MONROE TWP,249900,1,3691,1925,36259
88712000,MONROE TWP,274900,1,4770,2861,50178
88782000,MONROE TWP,187907,1,4471,3405,35088
88788000,MONROE TWP,176293,1,4469,2323,35485
88790000,MONROE TWP,170144,1,4327,3680,32675
88793000,MONROE TWP,187907,1,4471,3405,35088
88803000,MONROE TWP,244900,1,3848,2116,36258
88805000,MONROE TWP,244900,1,3848,2116,36258
88807000,MONROE TWP,231900,1,3851,2114,36320
88809000,MONROE TWP,231900,1,3851,2114,36320
88811000,MONROE TWP,312400,1,4472,2932,45208
88813000,MONROE TWP,294900,1,4786,2491,54761
88815000,MONROE TWP,294900,1,3925,1838,42169
88857000,MONROE TWP,256000,1,5836,3150,68940
88859000,MONROE TWP,277000,1,6362,3783,75611
88861000,MONROE TWP,277000,1,6362,3783,75611
88864000,MONROE TWP,277000,1,6362,3783,75611
88880000,MONROE TWP,187907,1,4471,3405,35088
88887000,MONROE TWP,176293,1,4469,2323,35485
88889000,MONROE TWP,170144,1,4327,3680,32675
88891000,MONROE TWP,170144,1,4327,3680,32675
88922000,MONROE TWP,294900,1,3925,1838,42169
88924000,MONROE TWP,294900,1,4786,2491,54761
88928000,MONROE TWP,231900,1,3851,2114,36320
88930000,MONROE TWP,244900,1,3848,2116,36258
88932000,MONROE TWP,244900,1,3848,2116,36258
88934000,MONROE TWP,231900,1,3851,2114,36320
89041000,MONROE TWP,263500,1,6819,3554,76634
89085000,MONROE TWP,274900,1,4770,2861,50178
89087000,MONROE TWP,294900,1,4786,2491,54761
89250000,MONROE TWP,277000,1,6362,3783,75611
89252000,MONROE TWP,277000,1,6362,3783,75611
89254000,MONROE TWP,294250,1,5554,2935,62380
89257000,MONROE TWP,267000,1,6329,3768,78072
89259000,MONROE TWP,277000,1,6362,3783,75611
89327000,MONROE TWP,411500,24,27378,31656,457016
89395000,MONROE TWP,249900,1,3691,1925,36259
89397000,MONROE TWP,294900,1,4786,2491,54761
89402000,MONROE TWP,274900,1,4770,2861,50178
89491000,MONROE TWP,294900,1,3925,1838,42169
89493000,MONROE TWP,287400,1,4418,2768,47632
89495000,MONROE TWP,312400,1,4472,2932,45208
89498000,MONROE TWP,267000,1,6329,3768,78072
89575000,MONROE TWP,294900,1,4786,2491,54761
89577000,MONROE TWP,294900,1,4786,2491,54761
89579000,MONROE TWP,312400,1,4472,2932,45208
89740000,MONROE TWP,187907,1,4471,3405,35088
89746000,MONROE TWP,170144,1,4327,3680,32675
89749000,MONROE TWP,176293,1,4469,2323,35485
89753000,MONROE TWP,176293,1,4469,2323,35485
89755000,MONROE TWP,170144,1,4327,3680,32675
89757000,MONROE TWP,187907,1,4471,3405,35088
89786000,MONROE TWP,406000,1,10991,5614,138699
89842000,MONROE TWP,274900,1,4770,2861,50178
89845000,MONROE TWP,231900,1,3851,2114,36320
89848000,MONROE TWP,244900,1,3848,2116,36258
89854000,MONROE TWP,244900,1,3848,2116,36258
89859000,MONROE TWP,231900,1,3851,2114,36320
89936000,MONROE TWP,244900,1,3848,2116,36258
89938000,MONROE TWP,231900,1,3851,2114,36320
89973000,MONROE TWP,244900,1,3848,2116,36258
89975000,MONROE TWP,231900,1,3851,2114,36320
90008000,MONROE TWP,287400,1,4418,2768,47632
90009000,MONROE TWP,294900,1,4786,2491,54761
90012000,MONROE TWP,312400,1,4472,2932,45208
90014000,MONROE TWP,187907,1,4471,3405,35088
90016000,MONROE TWP,170144,1,4327,3680,32675
90018000,MONROE TWP,176293,1,4469,2323,35485
90020000,MONROE TWP,176293,1,4469,2323,35485
90022000,MONROE TWP,170144,1,4327,3680,32675
90024000,MONROE TWP,187907,2,4471,3405,35088
90131000,MONROE TWP,459500,1,7823,4460,87231
90146000,MONROE TWP,256200,1,3318,2622,27659
90148000,MONROE TWP,256200,1,3162,2622,27659
90150000,MONROE TWP,256200,1,3162,2622,27659
90152000,MONROE TWP,256200,1,3162,2622,27659
90154000,MONROE TWP,256200,1,3162,2622,27659
90156000,MONROE TWP,256200,1,3162,2622,27659
90158000,MONROE TWP,256200,1,3162,2622,27659
90160000,MONROE TWP,256200,1,3162,2622,27659
90199000,MONROE TWP,294900,1,3925,1838,42169
90201000,MONROE TWP,312400,1,4472,2932,45208
90203000,MONROE TWP,294900,1,4786,2491,54761
90205000,MONROE TWP,249900,1,3691,1925,36259
90494000,MONROE TWP,294900,1,3925,1838,42169
90497000,MONROE TWP,294900,1,4786,2491,54761
90500000,MONROE TWP,274900,1,4770,2861,50178
90502000,MONROE TWP,274900,1,4770,2861,50178
90504000,MONROE TWP,287400,1,4418,2768,47632
90588000,MONROE TWP,256000,1,5836,3150,68940
90590000,MONROE TWP,267000,1,6329,3768,78072
90609000,MONROE TWP,249900,1,3691,1925,36259
90611000,MONROE TWP,274900,1,4770,2861,50178
90613000,MONROE TWP,312400,1,4472,2932,45208
90690000,MONROE TWP,294900,1,4786,2491,54761
90692000,MONROE TWP,274900,1,4770,2861,50178
90729000,MONROE TWP,267000,1,6329,3768,78072
90733000,MONROE TWP,277000,1,6362,3783,75611
90766000,MONROE TWP,187907,1,4471,3405,35088
90768000,MONROE TWP,1586656,1,4469,2323,35485
90770000,MONROE TWP,170144,1,4327,3680,32675
90772000,MONROE TWP,1586656,1,4469,2323,35485
90774000,MONROE TWP,187907,1,4471,3405,35088
90849000,MONROE TWP,287400,1,4418,2768,47632
90852000,MONROE TWP,294900,1,4786,2491,54761
90855000,MONROE TWP,274900,1,4770,2861,50178
90856000,MONROE TWP,244900,1,3848,2116,36258
90859000,MONROE TWP,231900,1,3851,2114,36320
90861000,MONROE TWP,294900,1,4786,2491,54761
90863000,MONROE TWP,294900,1,3925,1838,42169
90866000,MONROE TWP,294900,1,3925,1838,42169
90868000,MONROE TWP,231900,1,3851,2114,36320
90870000,MONROE TWP,244900,1,3848,2116,36258
90952000,MONROE TWP,413000,24,27378,31656,457016
91133000,MONROE TWP,187907,1,4471,3405,35088
91135000,MONROE TWP,170144,1,4327,3680,32675
91137000,MONROE TWP,1586656,1,4469,2323,35485
91138000,MONROE TWP,1586656,1,4469,2323,35485
91141000,MONROE TWP,170144,1,4327,3680,32675
91143000,MONROE TWP,187907,1,4471,3405,35088
91150000,MONROE TWP,256200,1,3162,2622,27659
91192000,MONROE TWP,256200,1,3162,2622,27659
91194000,MONROE TWP,256200,1,3162,2622,27659
91196000,MONROE TWP,256200,1,3162,2622,27659
91198000,MONROE TWP,256200,1,3162,2622,27659
91201000,MONROE TWP,256200,1,3162,2622,27659
91381000,MONROE TWP,244900,1,3848,2116,36258
91383000,MONROE TWP,231900,1,3851,2114,36320
91385000,MONROE TWP,244900,1,3848,2116,36258
91387000,MONROE TWP,231900,1,3851,2114,36320
91391000,MONROE TWP,267000,1,6329,3768,78072
91394000,MONROE TWP,277000,1,6362,3783,75611
91477000,MONROE TWP,230700,1,4698,3126,53460
91673000,MONROE TWP,187907,1,4471,3405,35088
91675000,MONROE TWP,170144,1,4327,3680,32675
91677000,MONROE TWP,176293,1,4469,2323,35485
91679000,MONROE TWP,1586656,1,4469,2323,35485
91681000,MONROE TWP,170144,1,4327,3680,32675
91683000,MONROE TWP,170144,1,4327,3680,32675
91861000,MONROE TWP,256200,1,3243,2622,27659
91863000,MONROE TWP,256200,1,3243,2622,27659
91866000,MONROE TWP,256200,1,3243,2622,27659
91869000,MONROE TWP,256200,1,3243,2622,27659
91872000,MONROE TWP,256200,1,3243,2622,27659
91874000,MONROE TWP,256200,1,3243,2622,27659
91878000,MONROE TWP,256200,1,3243,2622,27659
91880000,MONROE TWP,256200,1,3243,2622,27659
91900000,MONROE TWP,187907,1,4471,3405,35088
91902000,MONROE TWP,170144,1,4327,3680,32675
91904000,MONROE TWP,19586,1,4469,2323,35485
91906000,MONROE TWP,19586,1,4469,2323,35485
91908000,MONROE TWP,170144,1,4327,3680,32675
91910000,MONROE TWP,187907,1,4471,3405,35088
92257000,MONROE TWP,170144,1,4327,3680,32675
92262000,MONROE TWP,187907,1,4471,3405,35088
92264000,MONROE TWP,170144,1,4327,3680,32675
92267000,MONROE TWP,19586,1,4469,2323,35485
92270000,MONROE TWP,187907,1,4471,3405,35088
92288000,MONROE TWP,403000,1,10024,5439,135720
92518000,MONROE TWP,667250,1,7462,4148,91206
92550000,MONROE TWP,277000,1,6676,3783,75611
92581000,MONROE TWP,187907,1,4471,3405,35088
92584000,MONROE TWP,176293,1,4469,2323,35485
92586000,MONROE TWP,170144,1,4327,3680,32675
92588000,MONROE TWP,187907,1,4471,3405,35088
92622000,MONROE TWP,187907,1,4471,3405,35088
92624000,MONROE TWP,176293,1,4469,2323,35485
92626000,MONROE TWP,170144,1,4327,3680,32675
92628000,MONROE TWP,187907,1,4471,3405,35088
92637000,MONROE TWP,274900,1,4770,2861,50178
92639000,MONROE TWP,294900,1,4786,2491,54761
92642000,MONROE TWP,274900,1,4770,2861,50178
92644000,MONROE TWP,287400,1,4418,2768,47632
92646000,MONROE TWP,274900,1,4770,2861,50178
92648000,MONROE TWP,294900,1,3925,1838,42169
92651000,MONROE TWP,294900,1,4786,2491,54761
92654000,MONROE TWP,274900,1,4770,2861,50178
92718000,MONROE TWP,256200,1,3243,2622,27659
92720000,MONROE TWP,256200,1,3243,2622,27659
92722000,MONROE TWP,256200,1,3243,2622,27659
92726000,MONROE TWP,256200,1,3243,2622,27659
92730000,MONROE TWP,256200,1,3243,2622,27659
92732000,MONROE TWP,256200,1,3243,2622,27659
92812000,MONROE TWP,294900,1,4786,2491,54761
92814000,MONROE TWP,312400,1,4472,2932,45208
92839000,MONROE TWP,176293,1,4469,2323,35485
92844000,MONROE TWP,187907,1,4471,3405,35088
92848000,MONROE TWP,170144,1,4327,3680,32675
92850000,MONROE TWP,176293,1,4469,2323,35485
92854000,MONROE TWP,170144,1,4327,3680,32675
92857000,MONROE TWP,187907,1,4471,3405,35088
92992000,MONROE TWP,274900,1,4770,2861,50178
92996000,MONROE TWP,287400,1,4418,2768,47632
92998000,MONROE TWP,294900,1,4786,2491,54761
93000000,MONROE TWP,274900,1,4770,2861,50178
93048000,MONROE TWP,150800,1,5114,3222,60500
93105000,MONROE TWP,294900,1,3925,1838,42169
93108000,MONROE TWP,249900,1,3691,1925,36259
93110000,MONROE TWP,274900,1,4770,2861,50178
93113000,MONROE TWP,294900,1,4786,2491,54761
93116000,MONROE TWP,312400,1,4472,2932,45208
93121000,MONROE TWP,274900,1,4770,2861,50178
93173000,MONROE TWP,277000,1,6362,3783,75611
93176000,MONROE TWP,277000,1,6362,3783,75611
93180000,MONROE TWP,170144,1,4327,3680,32675
93184000,MONROE TWP,170144,1,4327,3680,32675
93192000,MONROE TWP,176293,1,4469,2323,35485
93194000,MONROE TWP,176293,1,4469,2323,35485
93196000,MONROE TWP,170144,1,4327,3680,32675
93198000,MONROE TWP,187907,1,4471,3405,35088
93262000,MONROE TWP,256200,1,3243,2622,27659
93264000,MONROE TWP,256200,1,3243,2622,27659
93266000,MONROE TWP,256200,1,3243,2622,27659
93268000,MONROE TWP,256200,1,3243,2622,27659
93270000,MONROE TWP,256200,1,3243,2622,27659
93272000,MONROE TWP,256200,1,3243,2622,27659
93274000,MONROE TWP,256200,1,3243,2622,27659
93276000,MONROE TWP,256200,1,3243,2622,27659
93446000,MONROE TWP,187907,1,4471,3405,35088
93450000,MONROE TWP,176293,1,4469,2323,35485
93453000,MONROE TWP,170144,1,4327,3680,32675
93456000,MONROE TWP,187907,1,4471,3405,35088
93552000,MONROE TWP,267000,1,6329,3768,78072
93554000,MONROE TWP,361500,1,6362,3783,75611
93635000,MONROE TWP,244900,1,3848,2116,36258
93637000,MONROE TWP,231900,1,3851,2114,36320
93639000,MONROE TWP,231900,1,3851,2114,36320
93648000,MONROE TWP,244900,1,3848,2116,36258
93650000,MONROE TWP,244900,1,3848,2116,36258
93652000,MONROE TWP,231900,1,3851,2114,36320
93655000,MONROE TWP,231900,1,3851,2114,36320
93657000,MONROE TWP,244900,1,3848,2116,36258
93824000,MONROE TWP,287400,1,4418,2768,47632
93827000,MONROE TWP,294900,1,4786,2491,54761
93829000,MONROE TWP,294900,1,3925,1838,42169
93833000,MONROE TWP,312400,1,4472,2932,45208
93836000,MONROE TWP,249900,1,3691,1925,36259
93838000,MONROE TWP,274900,1,4770,2861,50178
94002000,MONROE TWP,500000,1,7585,5660,141992
94016000,MONROE TWP,294900,1,4786,2491,54761
94019000,MONROE TWP,294900,1,3925,1838,42169
94023000,MONROE TWP,312400,1,4472,2932,45208
94058000,MONROE TWP,287400,1,4418,2768,47632
94063000,MONROE TWP,274900,1,4770,2861,50178
94129000,MONROE TWP,355100,1,6709,3568,74928
94230000,MONROE TWP,249900,1,3691,1925,36259
94233000,MONROE TWP,294900,1,4786,2491,54761
94236000,MONROE TWP,274900,1,4770,2861,50178
94243000,MONROE TWP,294900,1,3925,1838,42169
94245000,MONROE TWP,312400,1,4472,2932,45208
94252000,MONROE TWP,187907,1,4471,3405,35088
94254000,MONROE TWP,170144,1,4327,3680,32675
94256000,MONROE TWP,176293,1,4469,2323,35485
94259000,MONROE TWP,176293,1,4469,2323,35485
94261000,MONROE TWP,170144,1,4327,3680,32675
94263000,MONROE TWP,187907,1,4471,3405,35088
94265000,MONROE TWP,231900,1,3851,2114,36320
94267000,MONROE TWP,244900,1,3848,2116,36258
94413000,MONROE TWP,231900,1,3851,2114,36320
94415000,MONROE TWP,244900,1,3848,2116,36258
94417000,MONROE TWP,244900,1,3848,2116,36258
94419000,MONROE TWP,231900,1,3851,2114,36320
94421000,MONROE TWP,231900,1,3851,2114,36320
94423000,MONROE TWP,244900,1,3848,2116,36258
94425000,MONROE TWP,244900,1,3848,2116,36258
94428000,MONROE TWP,231900,1,3851,2114,36320
94452000,MONROE TWP,187907,1,4471,3405,35088
94454000,MONROE TWP,170144,1,4327,3680,32675
94456000,MONROE TWP,176293,1,4469,2323,35485
94458000,MONROE TWP,176293,1,4469,2323,35485
94460000,MONROE TWP,170144,1,4327,3680,32675
94462000,MONROE TWP,187907,1,4471,3405,35088
94554000,MONROE TWP,255000,1,8671,4910,97818
94571000,MONROE TWP,231900,1,3851,2114,36320
94573000,MONROE TWP,244900,1,3848,2116,36258
94576000,MONROE TWP,231900,1,3851,2114,36320
94578000,MONROE TWP,244900,1,3848,2116,36258
94580000,MONROE TWP,244900,1,3848,2116,36258
94583000,MONROE TWP,231900,1,3851,2114,36320
94584000,MONROE TWP,244900,1,3848,2116,36258
94606000,MONROE TWP,294900,1,4786,2491,54761
94609000,MONROE TWP,274900,1,4770,2861,50178
94612000,MONROE TWP,249900,1,3691,1925,36259
94614000,MONROE TWP,294900,1,4786,2491,54761
94616000,MONROE TWP,274900,1,4770,2861,50178
94630000,MONROE TWP,287400,1,4418,2768,47632
94698000,MONROE TWP,256000,1,5836,3150,68940
94700000,MONROE TWP,257000,1,5500,3405,62271
94731000,MONROE TWP,287400,1,4418,2768,47632
94733000,MONROE TWP,274900,1,4770,2861,50178
94735000,MONROE TWP,287400,1,4418,2768,47632
94823000,MONROE TWP,231900,1,3851,2114,36320
94832000,MONROE TWP,256200,1,3243,2622,27659
94843000,MONROE TWP,256200,1,3243,2622,27659
94845000,MONROE TWP,256200,1,3243,2622,27659
94848000,MONROE TWP,256200,1,3243,2622,27659
94850000,MONROE TWP,256200,1,3243,2622,27659
94853000,MONROE TWP,256200,1,3243,2622,27659
94855000,MONROE TWP,256200,1,3243,2622,27659
94857000,MONROE TWP,256200,1,3243,2622,27659
94861000,MONROE TWP,312400,1,4472,2932,45208
94863000,MONROE TWP,274900,1,4770,2861,50178
94883000,MONROE TWP,287400,1,4418,2768,47632
94885000,MONROE TWP,287400,1,4418,2768,47632
94929000,MONROE TWP,187907,1,4471,3405,35088
94931000,MONROE TWP,170144,1,4327,3680,32675
94936000,MONROE TWP,176293,1,4469,2323,35485
94938000,MONROE TWP,176293,1,4469,2323,35485
94942000,MONROE TWP,170144,1,4327,3680,32675
94945000,MONROE TWP,170144,1,4327,3680,32675
94962000,MONROE TWP,231900,1,3851,2114,36320
94964000,MONROE TWP,244900,1,3848,2116,36258
94966000,MONROE TWP,231900,1,3851,2114,36320
94968000,MONROE TWP,244900,1,3848,2116,36258
94971000,MONROE TWP,231900,1,3851,2114,36320
94974000,MONROE TWP,244900,1,3848,2116,36258
94976000,MONROE TWP,231900,1,3851,2114,36320
94978000,MONROE TWP,244900,1,3848,2116,36258
94980000,MONROE TWP,244900,1,3848,2116,36258
94982000,MONROE TWP,231900,1,3851,2114,36320
95014000,MONROE TWP,277000,1,6362,3783,75611
95038000,MONROE TWP,294900,1,3925,1838,42169
95040000,MONROE TWP,274900,1,4770,2861,50178
95042000,MONROE TWP,287400,1,4418,2768,47632
95044000,MONROE TWP,274900,1,4770,2861,50178
